,Chromosome,Start,gene_name,gene_id,Strand,PC-3
39594,chr16,87951478,BANP,ENSG00000172530.22,+,26.930294036865234
27451,chr10,118046941,RAB11FIP2,ENSG00000107560.12,-,26.91082191467285
38357,chr16,641848,MCRIP2,ENSG00000172366.20,+,26.903491973876953
42626,chr17,15684311,TRIM16,ENSG00000221926.13,-,26.898637771606445
44745,chr18,79951653,SLC66A2,ENSG00000122490.19,-,26.88057518005371
43681,chr17,75896951,TRIM65,ENSG00000141569.12,-,26.867473602294922
47108,chr19,10587312,AP1M2,ENSG00000129354.12,-,26.866825103759766
714,chr1,37793882,MANEAL,ENSG00000185090.15,+,26.865299224853516
45930,chr19,40348541,PLD3,ENSG00000105223.21,+,26.862842559814453
17458,chr6,106360716,CRYBG1,ENSG00000112297.18,+,26.857404708862305
40596,chr16,87493024,ZCCHC14,ENSG00000140948.13,-,26.855419158935547
51422,chr22,50245023,TUBGCP6,ENSG00000128159.12,-,26.855331420898438
48388,chr19,56840696,PEG3,ENSG00000198300.14,-,26.853792190551758
37209,chr15,73926461,LOXL1,ENSG00000129038.16,+,26.8460693359375
32829,chr12,14885854,MGP,ENSG00000111341.10,-,26.84368896484375
34625,chr13,49444053,CAB39L,ENSG00000102547.19,-,26.84097671508789
20182,chr7,129434445,STRIP2,ENSG00000128578.10,+,26.8381290435791
5879,chr2,102142745,IL1R1,ENSG00000115594.12,+,26.837594985961914
52373,chrX,129540274,OCRL,ENSG00000122126.18,+,26.818876266479492
16496,chr5,179907897,TBC1D9B,ENSG00000197226.13,-,26.803089141845703
39041,chr16,30985206,HSD3B7,ENSG00000099377.14,+,26.767518997192383
44331,chr18,75210796,TSHZ1,ENSG00000179981.11,+,26.754764556884766
4838,chr1,205813198,SLC41A1,ENSG00000133065.11,-,26.68129539489746
21625,chr7,152436003,KMT2C,ENSG00000055609.21,-,26.670988082885742
25858,chr10,46375675,ANXA8L1,ENSG00000264230.9,+,26.662704467773438
41498,chr17,45221884,FMNL1,ENSG00000184922.15,+,26.661123275756836
41419,chr17,42980564,RUNDC1,ENSG00000198863.8,+,26.658710479736328
23622,chr8,144853048,COMMD5,ENSG00000170619.10,-,26.65754508972168
4619,chr1,169893896,SCYL3,ENSG00000000457.14,-,26.653766632080078
48196,chr19,52171491,ZNF836,ENSG00000196267.14,-,26.635452270507812
26581,chr10,123008978,ACADSB,ENSG00000196177.13,+,26.633285522460938
5747,chr2,85354756,ELMOD3,ENSG00000115459.18,+,26.588422775268555
18979,chr6,142946365,HIVEP2,ENSG00000010818.11,-,26.58677864074707
29400,chr11,134069071,JAM3,ENSG00000166086.13,+,26.58453369140625
45289,chr19,13952508,DCAF15,ENSG00000132017.11,+,26.582176208496094
44216,chr18,50967990,ELAC1,ENSG00000141642.9,+,26.576650619506836
38546,chr16,3020358,TNFRSF12A,ENSG00000006327.14,+,26.570770263671875
31932,chr12,57941566,ATP23,ENSG00000166896.9,+,26.53133201599121
5,chr1,966501,PLEKHN1,ENSG00000187583.11,+,26.519596099853516
9253,chr3,47282943,KLHL18,ENSG00000114648.12,+,26.507722854614258
35162,chr14,51651857,FRMD6,ENSG00000139926.16,+,26.49480438232422
29972,chr11,47186434,PACSIN3,ENSG00000165912.16,-,26.4913387298584
8592,chr2,231781291,PDE6D,ENSG00000156973.14,-,26.487834930419922
23586,chr8,143986446,PARP10,ENSG00000178685.14,-,26.482633590698242
47847,chr19,44356680,ZNF112,ENSG00000062370.17,-,26.473865509033203
43089,chr17,42676994,PLEKHH3,ENSG00000068137.15,-,26.4716739654541
22439,chr8,119208362,MAL2,ENSG00000147676.14,+,26.44382667541504
49076,chr20,57391427,RBM38,ENSG00000132819.17,+,26.437114715576172
39767,chr16,2009821,ZNF598,ENSG00000167962.15,-,26.436616897583008
30056,chr11,57515702,SLC43A1,ENSG00000149150.9,-,26.434051513671875
21282,chr7,105876582,ATXN7L1,ENSG00000146776.15,-,26.432456970214844
35150,chr14,50312328,DMAC2L,ENSG00000125375.18,+,26.417091369628906
7853,chr2,127387975,MAP3K2,ENSG00000169967.17,-,26.41415786743164
22212,chr8,70669338,XKR9,ENSG00000221947.8,+,26.409568786621094
22280,chr8,86342546,WWP1,ENSG00000123124.14,+,26.409393310546875
36991,chr15,50908794,AP4E1,ENSG00000081014.11,+,26.401752471923828
32379,chr12,113422410,SDSL,ENSG00000139410.15,+,26.39654541015625
42766,chr17,28951518,PHF12,ENSG00000109118.14,-,26.39101791381836
45311,chr19,15107400,SYDE1,ENSG00000105137.13,+,26.380216598510742
47425,chr19,19628220,LPAR2,ENSG00000064547.14,-,26.361129760742188
26936,chr10,47384293,ZNF488,ENSG00000265763.4,-,26.34370994567871
16698,chr6,25962801,TRIM38,ENSG00000112343.11,+,26.322628021240234
45125,chr19,9324178,ZNF559,ENSG00000188321.14,+,26.321067810058594
52711,chrX,3713649,PRKX,ENSG00000183943.6,-,26.3134765625
15384,chr5,178859952,ZNF354B,ENSG00000178338.11,+,26.308910369873047
30080,chr11,58575856,LPXN,ENSG00000110031.13,-,26.300189971923828
3946,chr1,110391026,SLC16A4,ENSG00000168679.18,-,26.291584014892578
39483,chr16,75566378,GABARAPL2,ENSG00000034713.8,+,26.284202575683594
8485,chr2,219229636,ATG9A,ENSG00000198925.12,-,26.253456115722656
40256,chr16,54286787,IRX3,ENSG00000177508.12,-,26.23578643798828
7535,chr2,71227103,PAIP2B,ENSG00000124374.9,-,26.23428726196289
28840,chr11,74988933,NEU3,ENSG00000162139.10,+,26.2327938079834
6789,chr2,230327269,SP140L,ENSG00000185404.17,+,26.232595443725586
52110,chrX,77910752,ATP7A,ENSG00000165240.22,+,26.231712341308594
21139,chr7,99500281,ZNF394,ENSG00000160908.15,-,26.229888916015625
13177,chr4,10457426,ZNF518B,ENSG00000178163.8,-,26.215301513671875
3611,chr1,52698347,COA7,ENSG00000162377.6,-,26.198474884033203
390,chr1,22451850,ZBTB40,ENSG00000184677.18,+,26.188587188720703
44539,chr18,46072257,PSTPIP2,ENSG00000152229.18,-,26.185443878173828
27146,chr10,77637806,KCNMA1,ENSG00000156113.25,-,26.185434341430664
10855,chr3,49429324,NICN1,ENSG00000145029.15,-,26.177837371826172
27257,chr10,97334729,FRAT2,ENSG00000181274.7,-,26.168087005615234
53324,chrX,103686699,MORF4L2,ENSG00000123562.18,-,26.146194458007812
30869,chr11,117098437,SIK3,ENSG00000160584.17,-,26.130449295043945
42735,chr17,28406212,SLC46A1,ENSG00000076351.13,-,26.12574005126953
23874,chr9,68780064,PABIR1,ENSG00000187866.10,+,26.112512588500977
52003,chrX,70133446,IGBP1,ENSG00000089289.16,+,26.11057472229004
47097,chr19,10380572,TYK2,ENSG00000105397.15,-,26.11037826538086
32983,chr12,40106081,SLC2A13,ENSG00000151229.13,-,26.10233497619629
9964,chr3,136957982,IL20RB,ENSG00000174564.13,+,26.08871078491211
2677,chr1,229626246,URB2,ENSG00000135763.10,+,26.077911376953125
45898,chr19,39342467,SAMD4B,ENSG00000179134.16,+,26.074201583862305
21928,chr8,28890403,HMBOX1,ENSG00000147421.18,+,26.055988311767578
33492,chr12,76879019,CSRP2,ENSG00000175183.10,-,26.051734924316406
5111,chr1,247172005,ZNF124,ENSG00000196418.13,-,26.046842575073242
15981,chr5,127030558,MARCHF3,ENSG00000173926.6,-,26.036876678466797
30250,chr11,64778469,SF1,ENSG00000168066.22,-,26.025529861450195
47085,chr19,10231331,S1PR2,ENSG00000267534.4,-,26.018718719482422
32570,chr12,133130626,ZNF10,ENSG00000256223.6,+,26.00733757019043
48493,chr20,1895406,SIRPA,ENSG00000198053.12,+,26.007198333740234
22846,chr8,23854806,STC1,ENSG00000159167.12,-,25.99761962890625
46356,chr19,50203627,MYH14,ENSG00000105357.20,+,25.984699249267578
39335,chr16,67666813,C16orf86,ENSG00000159761.15,+,25.9779052734375
28992,chr11,94768355,AMOTL1,ENSG00000166025.18,+,25.976173400878906
7836,chr2,119366742,C2orf76,ENSG00000186132.15,-,25.97254180908203
46155,chr19,45178783,BLOC1S3,ENSG00000189114.8,+,25.960277557373047
36482,chr14,91836447,TC2N,ENSG00000165929.13,-,25.941070556640625
37609,chr15,39920266,GPR176,ENSG00000166073.12,-,25.930252075195312
2923,chr1,2526596,PANK4,ENSG00000157881.16,-,25.91835594177246
37570,chr15,34318779,SLC12A6,ENSG00000140199.13,-,25.91350746154785
12617,chr4,105146885,TET2,ENSG00000168769.14,+,25.913156509399414
16551,chr6,1312097,FOXQ1,ENSG00000164379.7,+,25.904695510864258
46899,chr19,4066899,ZBTB7A,ENSG00000178951.9,-,25.902070999145508
37246,chr15,74995597,SCAMP5,ENSG00000198794.12,+,25.890302658081055
18108,chr6,30684744,PPP1R18,ENSG00000146112.12,-,25.88953399658203
39232,chr16,58025753,MMP15,ENSG00000102996.5,+,25.876277923583984
6368,chr2,181457385,ITGA4,ENSG00000115232.14,+,25.865888595581055
51828,chrX,48801395,HDAC6,ENSG00000094631.22,+,25.862319946289062
27900,chr11,17276740,NUCB2,ENSG00000070081.18,+,25.86171531677246
30696,chr11,95789782,FAM76B,ENSG00000077458.13,-,25.842864990234375
29226,chr11,119107343,C2CD2L,ENSG00000172375.14,+,25.829265594482422
7542,chr2,73071724,SFXN5,ENSG00000144040.13,-,25.81995964050293
43349,chr17,51260049,MBTD1,ENSG00000011258.16,-,25.81576156616211
11432,chr3,132659844,ACAD11,ENSG00000240303.8,-,25.813737869262695
44358,chr18,80109261,ADNP2,ENSG00000101544.9,+,25.809398651123047
1185,chr1,78620526,IFI44L,ENSG00000137959.17,+,25.80914306640625
15151,chr5,154445996,SAP30L,ENSG00000164576.12,+,25.80329132080078
6065,chr2,127701496,SFT2D3,ENSG00000173349.6,+,25.802547454833984
9877,chr3,130893990,ATP2C1,ENSG00000017260.20,+,25.7866268157959
39704,chr16,690398,WDR24,ENSG00000127580.17,-,25.786083221435547
40432,chr16,70251940,EXOSC6,ENSG00000223496.3,-,25.783340454101562
3576,chr1,48472204,SPATA6,ENSG00000132122.12,-,25.781190872192383
12525,chr4,84583126,CDS1,ENSG00000163624.6,+,25.76943588256836
2538,chr1,212858274,FLVCR1,ENSG00000162769.13,+,25.75279998779297
9270,chr3,48446736,ATRIP,ENSG00000164053.22,+,25.736743927001953
32806,chr12,12562863,DUSP16,ENSG00000111266.9,-,25.724592208862305
18432,chr6,44313347,AARS2,ENSG00000124608.5,-,25.724422454833984
50330,chr21,45287895,POFUT2,ENSG00000186866.17,-,25.69527816772461
1518,chr1,117367448,MAN1A2,ENSG00000198162.12,+,25.69318199157715
11202,chr3,111595346,ZBED2,ENSG00000177494.6,-,25.69093894958496
42527,chr17,8248041,CTC1,ENSG00000178971.17,-,25.688217163085938
41197,chr17,34961539,ZNF830,ENSG00000198783.6,+,25.67957305908203
46983,chr19,6591150,CD70,ENSG00000125726.11,-,25.67793846130371
14812,chr5,134371568,UBE2B,ENSG00000119048.9,+,25.644699096679688
51328,chr22,41544462,POLR3H,ENSG00000100413.17,-,25.642841339111328
14813,chr5,134525656,JADE2,ENSG00000043143.22,+,25.641130447387695
46344,chr19,49877665,TBC1D17,ENSG00000104946.14,+,25.637962341308594
16156,chr5,140564598,APBB3,ENSG00000113108.20,-,25.635826110839844
43265,chr17,47841173,SCRN2,ENSG00000141295.14,-,25.62139129638672
43313,chr17,49678097,SPOP,ENSG00000121067.19,-,25.62097930908203
1072,chr1,64470128,CACHD1,ENSG00000158966.16,+,25.61806869506836
25540,chr9,136687398,AGPAT2,ENSG00000169692.14,-,25.610143661499023
4726,chr1,197775480,DENND1B,ENSG00000213047.13,-,25.607763290405273
19159,chr7,726698,DNAAF5,ENSG00000164818.16,+,25.601877212524414
14907,chr5,140547661,EIF4EBP3,ENSG00000243056.2,+,25.599849700927734
21121,chr7,98252232,TECPR1,ENSG00000205356.10,-,25.582679748535156
3711,chr1,67833467,GNG12,ENSG00000172380.6,-,25.57670021057129
36244,chr14,60724351,SIX4,ENSG00000100625.9,-,25.567378997802734
23417,chr8,121641440,HAS2,ENSG00000170961.7,-,25.56240463256836
2722,chr1,236142538,GPR137B,ENSG00000077585.14,+,25.547550201416016
19214,chr7,5045859,RBAK,ENSG00000146587.18,+,25.52714729309082
10300,chr3,184561784,EPHB3,ENSG00000182580.3,+,25.518367767333984
43175,chr17,44830287,GJC1,ENSG00000182963.11,-,25.50461769104004
1296,chr1,98661720,SNX7,ENSG00000162627.17,+,25.468151092529297
33463,chr12,71157999,TSPAN8,ENSG00000127324.9,-,25.46316909790039
8510,chr2,221572283,EPHA4,ENSG00000116106.12,-,25.459684371948242
17461,chr6,107028198,MTRES1,ENSG00000130349.10,+,25.45368003845215
47467,chr19,23250394,ZNF724,ENSG00000196081.10,-,25.44913673400879
3,chr1,960583,KLHL17,ENSG00000187961.15,+,25.44523048400879
22520,chr8,141391994,PTP4A3,ENSG00000184489.13,+,25.442441940307617
32609,chr12,2004457,DCP1B,ENSG00000151065.14,-,25.441421508789062
39600,chr16,88453279,ZFPM1,ENSG00000179588.9,+,25.430551528930664
36550,chr14,95319908,CLMN,ENSG00000165959.12,-,25.417644500732422
4125,chr1,149103551,NBPF9,ENSG00000269713.9,-,25.411588668823242
15114,chr5,150640677,SYNPO,ENSG00000171992.13,+,25.410911560058594
42815,chr17,35089295,RFFL,ENSG00000092871.17,-,25.4105281829834
39095,chr16,48244332,LONP2,ENSG00000102910.14,+,25.409025192260742
46451,chr19,52570286,ZNF701,ENSG00000167562.14,+,25.402738571166992
47496,chr19,33064888,RHPN2,ENSG00000131941.8,-,25.39626121520996
30858,chr11,115504415,CADM1,ENSG00000182985.19,-,25.392440795898438
44302,chr18,63887704,SERPINB2,ENSG00000197632.9,+,25.37030029296875
38280,chr15,99249581,TTC23,ENSG00000103852.13,-,25.3613338470459
11291,chr3,122416062,WDR5B,ENSG00000196981.4,-,25.353376388549805
49915,chr21,36135078,CBR3,ENSG00000159231.6,+,25.35009002685547
8355,chr2,203535301,RAPH1,ENSG00000173166.18,-,25.34598159790039
7187,chr2,27119030,CGREF1,ENSG00000138028.17,-,25.34356689453125
44760,chr19,507496,TPGS1,ENSG00000141933.9,+,25.342493057250977
11662,chr3,161105328,B3GALNT1,ENSG00000169255.15,-,25.34133529663086
44219,chr18,50968018,ENSG00000267699,ENSG00000267699.2,+,25.339767456054688
33666,chr12,105236083,APPL2,ENSG00000136044.12,-,25.332412719726562
28228,chr11,57657762,CLP1,ENSG00000172409.7,+,25.326618194580078
37859,chr15,56733509,ZNF280D,ENSG00000137871.21,-,25.287105560302734
15568,chr5,37249376,CPLANE1,ENSG00000197603.16,-,25.2814884185791
40305,chr16,58000672,ZNF319,ENSG00000166188.3,-,25.280181884765625
17752,chr6,151240373,AKAP12,ENSG00000131016.17,+,25.275339126586914
34460,chr13,27620529,LNX2,ENSG00000139517.9,-,25.264596939086914
48398,chr19,57559812,ZNF550,ENSG00000251369.10,-,25.256977081298828
22688,chr8,8386439,PRAG1,ENSG00000275342.6,-,25.253643035888672
43766,chr17,79797077,CBX8,ENSG00000141570.11,-,25.245386123657227
12985,chr4,168631616,PALLD,ENSG00000129116.20,+,25.24252700805664
49469,chr20,33443763,SNTA1,ENSG00000101400.6,-,25.224376678466797
12627,chr4,105895492,NPNT,ENSG00000168743.13,+,25.207143783569336
707,chr1,36307109,SH3D21,ENSG00000214193.11,+,25.20354652404785
24382,chr9,129036625,MIGA2,ENSG00000148343.19,+,25.195941925048828
10737,chr3,47475941,SCAP,ENSG00000114650.21,-,25.184484481811523
46875,chr19,3500674,DOHH,ENSG00000129932.10,-,25.170207977294922
2346,chr1,200738892,CAMSAP2,ENSG00000118200.15,+,25.153133392333984
25998,chr10,70404144,EIF4EBP2,ENSG00000148730.7,+,25.15308380126953
4315,chr1,154558662,UBE2Q1,ENSG00000160714.10,-,25.147998809814453
50497,chr22,23857874,SLC2A11,ENSG00000133460.20,+,25.14510154724121
49694,chr20,51802509,SALL4,ENSG00000101115.13,-,25.129566192626953
29028,chr11,103109409,DYNC2H1,ENSG00000187240.17,+,25.12333106994629
6819,chr2,231198650,ARMC9,ENSG00000135931.19,+,25.118436813354492
15648,chr5,55534964,PLPP1,ENSG00000067113.17,-,25.11578941345215
40897,chr17,7858002,CYB5D1,ENSG00000182224.12,+,25.10389518737793
44082,chr18,31498176,DSG2,ENSG00000046604.14,+,25.09088706970215
48366,chr19,56228290,ZSCAN5A,ENSG00000131848.10,-,25.086509704589844
5968,chr2,112275596,ZC3H6,ENSG00000188177.15,+,25.08627700805664
20583,chr7,13989666,ETV1,ENSG00000006468.15,-,25.07889747619629
52955,chrX,48835610,PCSK1N,ENSG00000102109.9,-,25.05683135986328
50875,chr22,45163924,NUP50,ENSG00000093000.19,+,25.056461334228516
25614,chr10,4963414,AKR1C1,ENSG00000187134.14,+,25.054241180419922
17662,chr6,136822591,PEX7,ENSG00000112357.14,+,25.047958374023438
24401,chr9,129139412,ENSG00000235007,ENSG00000235007.3,+,25.04579734802246
47479,chr19,23758891,ZNF681,ENSG00000196172.9,-,25.045724868774414
26071,chr10,75111708,SAMD8,ENSG00000156671.15,+,25.044662475585938
21362,chr7,122886458,CADPS2,ENSG00000081803.17,-,25.00397491455078
15392,chr5,179559691,RUFY1,ENSG00000176783.15,+,25.00374412536621
39620,chr16,89217702,ZNF778,ENSG00000170100.14,+,24.978391647338867
38693,chr16,10386058,ATF7IP2,ENSG00000166669.14,+,24.97598648071289
11377,chr3,126655101,TXNRD3,ENSG00000197763.20,-,24.969806671142578
39728,chr16,1379683,UNKL,ENSG00000059145.19,-,24.947315216064453
41128,chr17,29593131,ANKRD13B,ENSG00000198720.13,+,24.940040588378906
44338,chr18,79069393,ATP9B,ENSG00000166377.21,+,24.922828674316406
13183,chr4,13484365,RAB28,ENSG00000157869.16,-,24.92006492614746
25989,chr10,69801905,COL13A1,ENSG00000197467.17,+,24.91965675354004
1546,chr1,145608047,GPR89A,ENSG00000117262.19,+,24.91510772705078
24150,chr9,112750759,SNX30,ENSG00000148158.17,+,24.911218643188477
32441,chr12,121804008,SETD1B,ENSG00000139718.12,+,24.90825653076172
1164,chr1,77282018,AK5,ENSG00000154027.19,+,24.905399322509766
13857,chr4,139556238,SETD7,ENSG00000145391.14,-,24.888559341430664
4710,chr1,186680423,PTGS2,ENSG00000073756.13,-,24.883750915527344
19698,chr7,76397517,ZP3,ENSG00000188372.15,+,24.87535858154297
7439,chr2,60553634,BCL11A,ENSG00000119866.22,-,24.872146606445312
41160,chr17,32007382,LRRC37B,ENSG00000185158.13,+,24.861112594604492
36878,chr15,43133585,TMEM62,ENSG00000137842.7,+,24.860944747924805
35325,chr14,67241341,PALS1,ENSG00000072415.10,+,24.859500885009766
14185,chr5,31193749,CDH6,ENSG00000113361.13,+,24.858652114868164
26938,chr10,47484083,ANXA8,ENSG00000265190.7,-,24.836307525634766
46466,chr19,53431983,ZNF761,ENSG00000160336.17,+,24.834613800048828
15317,chr5,174724601,MSX2,ENSG00000120149.9,+,24.821203231811523
49699,chr20,53593839,ZNF217,ENSG00000171940.14,-,24.809097290039062
46352,chr19,50026004,ZNF473,ENSG00000142528.16,+,24.807506561279297
45100,chr19,8364154,ANGPTL4,ENSG00000167772.12,+,24.778156280517578
9367,chr3,51942344,PARP3,ENSG00000041880.15,+,24.76556968688965
37297,chr15,78507576,HYKK,ENSG00000188266.14,+,24.755661010742188
34283,chr13,98143093,FARP1,ENSG00000152767.17,+,24.753742218017578
31271,chr12,8697990,RIMKLB,ENSG00000166532.16,+,24.751527786254883
9960,chr3,136819083,SLC35G2,ENSG00000168917.9,+,24.7450008392334
16542,chr6,292096,DUSP22,ENSG00000112679.15,+,24.730974197387695
33892,chr12,122975205,ABCB9,ENSG00000150967.19,-,24.703847885131836
46427,chr19,52269586,ZNF766,ENSG00000196214.11,+,24.69110870361328
50281,chr21,42366535,TFF1,ENSG00000160182.3,-,24.622970581054688
15794,chr5,79514134,HOMER1,ENSG00000152413.15,-,24.604887008666992
16633,chr6,13574579,SIRT5,ENSG00000124523.17,+,24.601959228515625
8043,chr2,162318684,IFIH1,ENSG00000115267.10,-,24.593521118164062
31225,chr12,6927958,ATN1,ENSG00000111676.15,+,24.591753005981445
9751,chr3,121835208,EAF2,ENSG00000145088.9,+,24.579965591430664
16667,chr6,18387349,RNF144B,ENSG00000137393.10,+,24.55647850036621
7517,chr2,70302067,FAM136A,ENSG00000035141.9,-,24.55333137512207
18393,chr6,42890821,C6orf226,ENSG00000221821.4,-,24.52138900756836
48059,chr19,49813178,FUZ,ENSG00000010361.14,-,24.513269424438477
49552,chr20,38165270,TGM2,ENSG00000198959.12,-,24.512531280517578
52690,chrX,386907,PPP2R3B,ENSG00000167393.18,-,24.511823654174805
41578,chr17,48107765,SNX11,ENSG00000002919.15,+,24.510353088378906
7459,chr2,61854060,FAM161A,ENSG00000170264.13,-,24.50912857055664
49916,chr21,36156823,DOP1B,ENSG00000142197.13,+,24.50444793701172
19232,chr7,6104948,USP42,ENSG00000106346.12,+,24.5010986328125
24998,chr9,83921465,KIF27,ENSG00000165115.15,-,24.467388153076172
19469,chr7,39950120,CDK13,ENSG00000065883.18,+,24.46405029296875
8019,chr2,159616548,BAZ2B,ENSG00000123636.19,-,24.453702926635742
44099,chr18,34493330,DTNA,ENSG00000134769.23,+,24.44733428955078
5105,chr1,247078736,ZNF670-ZNF695,ENSG00000135747.11,-,24.44072151184082
10027,chr3,142724033,TRPC1,ENSG00000144935.17,+,24.437908172607422
31480,chr12,32399557,FGD4,ENSG00000139132.16,+,24.426910400390625
18591,chr6,79537458,LCA5,ENSG00000135338.14,-,24.425155639648438
29084,chr11,111918912,C11orf52,ENSG00000149300.10,+,24.424659729003906
45049,chr19,7534749,PNPLA6,ENSG00000032444.17,+,24.418447494506836
52422,chrX,135344795,ZNF449,ENSG00000173275.13,+,24.395160675048828
3077,chr1,16613487,NBPF1,ENSG00000219481.11,-,24.385690689086914
51969,chrX,56563626,UBQLN2,ENSG00000188021.9,+,24.385496139526367
50704,chr22,37051741,KCTD17,ENSG00000100379.18,+,24.36874008178711
20771,chr7,44082530,POLM,ENSG00000122678.17,-,24.366010665893555
31045,chr11,129024193,ARHGAP32,ENSG00000134909.19,-,24.354833602905273
24874,chr9,35115862,ATOSB,ENSG00000005238.20,-,24.349014282226562
24961,chr9,71768513,CEMIP2,ENSG00000135048.14,-,24.347753524780273
51169,chr22,31489824,EIF4ENIF1,ENSG00000184708.18,-,24.342771530151367
52017,chrX,71095850,FOXO4,ENSG00000184481.17,+,24.342504501342773
5850,chr2,99141706,C2orf15,ENSG00000273045.7,+,24.334476470947266
52826,chrX,20116904,MAP7D2,ENSG00000184368.16,-,24.328659057617188
41495,chr17,45161894,HEXIM2,ENSG00000168517.11,+,24.32721710205078
38511,chr16,2520389,AMDHD2,ENSG00000162066.16,+,24.324138641357422
20758,chr7,42912090,C7orf25,ENSG00000136197.14,-,24.31786346435547
53186,chrX,72239027,ERCC6L,ENSG00000186871.7,-,24.312267303466797
12515,chr4,82900734,THAP9,ENSG00000168152.13,+,24.307857513427734
1004,chr1,54053607,TCEANC2,ENSG00000116205.14,+,24.307514190673828
51966,chrX,56232355,KLF8,ENSG00000102349.18,+,24.304441452026367
18832,chr6,118935114,MCM9,ENSG00000111877.18,-,24.303184509277344
46098,chr19,44212531,ZNF227,ENSG00000131115.16,+,24.297073364257812
50715,chr22,37639692,ENSG00000285304,ENSG00000285304.1,+,24.275249481201172
41447,chr17,44141929,HROB,ENSG00000125319.15,+,24.253334045410156
22629,chr8,144374046,ADCK5,ENSG00000173137.12,+,24.252105712890625
36790,chr15,40569331,RPUSD2,ENSG00000166133.18,+,24.249048233032227
25605,chr10,1056848,WDR37,ENSG00000047056.18,+,24.24268913269043
51931,chrX,53094141,KANTR,ENSG00000232593.8,+,24.240453720092773
24108,chr9,105448033,FSD1L,ENSG00000106701.13,+,24.232112884521484
24412,chr9,129835477,USP20,ENSG00000136878.14,+,24.22747802734375
11461,chr3,136196327,MSL2,ENSG00000174579.5,-,24.213802337646484
42812,chr17,34961460,CCT6B,ENSG00000132141.14,-,24.212112426757812
13096,chr4,1721323,TMEM129,ENSG00000168936.12,-,24.20962142944336
20074,chr7,114922560,MDFIC,ENSG00000135272.13,+,24.2037353515625
18382,chr6,41941755,CCND3,ENSG00000112576.13,-,24.197511672973633
30045,chr11,57322197,TNKS1BP1,ENSG00000149115.14,-,24.190767288208008
3584,chr1,50960267,FAF1,ENSG00000185104.21,-,24.175487518310547
22553,chr8,143246938,ZFP41,ENSG00000181638.20,+,24.174583435058594
47995,chr19,48637379,DBP,ENSG00000105516.11,-,24.165477752685547
40858,chr17,7549062,TNFSF12,ENSG00000239697.12,+,24.133804321289062
35141,chr14,49620798,MGAT2,ENSG00000168282.6,+,24.124258041381836
47383,chr19,18522070,ELL,ENSG00000105656.13,-,24.12247657775879
16973,chr6,31946093,CFB,ENSG00000243649.10,+,24.11682891845703
15123,chr5,151020605,GPX3,ENSG00000211445.13,+,24.095993041992188
31712,chr12,53380175,SP1,ENSG00000185591.10,+,24.093048095703125
24242,chr9,124777132,OLFML2A,ENSG00000185585.20,+,24.091922760009766
6241,chr2,169479479,ENSG00000251569,ENSG00000251569.1,+,24.07971954345703
13612,chr4,88823201,FAM13A,ENSG00000138640.15,-,24.07236099243164
46764,chr19,344796,MIER2,ENSG00000105556.12,-,24.069168090820312
16935,chr6,31652416,APOM,ENSG00000204444.11,+,24.02996063232422
1533,chr1,120415034,NBPF8,ENSG00000270231.5,+,24.024139404296875
51309,chr22,40636685,MRTFA,ENSG00000196588.21,-,23.99277114868164
11833,chr3,186567339,TBCCD1,ENSG00000113838.13,-,23.97614288330078
6914,chr2,235494042,AGAP1,ENSG00000157985.20,+,23.967105865478516
48562,chr20,8132269,PLCB1,ENSG00000182621.19,+,23.965295791625977
5103,chr1,247008093,ZNF695,ENSG00000197472.15,-,23.955673217773438
32932,chr12,27780236,MANSC4,ENSG00000205693.4,-,23.950748443603516
36183,chr14,53153323,DDHD1,ENSG00000100523.17,-,23.92591667175293
2272,chr1,184387028,C1orf21,ENSG00000116667.15,+,23.92323112487793
40691,chr17,2593653,PAFAH1B1,ENSG00000007168.14,+,23.922950744628906
6004,chr2,113627265,RABL2A,ENSG00000144134.19,+,23.921142578125
1788,chr1,155002801,ZBTB7B,ENSG00000160685.14,+,23.900583267211914
4188,chr1,150974835,CERS2,ENSG00000143418.20,-,23.90005111694336
13232,chr4,25160449,SEPSECS,ENSG00000109618.13,-,23.890230178833008
131,chr1,7784319,PER3,ENSG00000049246.15,+,23.88524627685547
43260,chr17,47821794,OSBPL7,ENSG00000006025.13,-,23.864402770996094
43218,chr17,45432916,ARHGAP27,ENSG00000159314.13,-,23.849578857421875
5106,chr1,247078811,ZNF670,ENSG00000277462.2,-,23.84726333618164
15037,chr5,142770376,ARHGAP26,ENSG00000145819.18,+,23.833871841430664
37600,chr15,37100530,MEIS2,ENSG00000134138.22,-,23.824260711669922
1480,chr1,113390514,MAGI3,ENSG00000081026.19,+,23.812637329101562
14146,chr5,6713431,TENT4A,ENSG00000112941.14,+,23.806928634643555
33660,chr12,104958290,SLC41A2,ENSG00000136052.10,-,23.7965087890625
20254,chr7,139231236,UBN2,ENSG00000157741.15,+,23.79220199584961
48207,chr19,52735044,ZNF611,ENSG00000213020.10,-,23.787193298339844
52204,chrX,103376406,BEX3,ENSG00000166681.14,+,23.781566619873047
33985,chr13,24160747,SPATA13,ENSG00000182957.16,+,23.77886962890625
14007,chr4,168318752,DDX60,ENSG00000137628.18,-,23.7623348236084
25447,chr9,132406840,TTF1,ENSG00000125482.13,-,23.755783081054688
33411,chr12,62935150,PPM1H,ENSG00000111110.12,-,23.754056930541992
